image_name,label
aug_0_3039.png,0
aug_0_3042.png,0
aug_0_3043.png,0
aug_0_3044.png,0
aug_0_3049.png,0
aug_0_3052.png,0
aug_0_3054.png,0
aug_0_3059.png,0
aug_0_306.png,0
aug_0_3060.png,0
aug_0_3062.png,0
aug_0_3063.png,0
aug_0_3064.png,0
aug_0_3070.png,0
aug_0_3071.png,0
aug_0_3074.png,0
aug_0_3078.png,0
aug_0_3079.png,0
aug_0_3081.png,0
aug_0_3084.png,0
aug_0_3096.png,0
aug_0_3097.png,0
aug_0_310.png,0
aug_0_3107.png,0
aug_0_311.png,0
aug_0_3111.png,0
aug_0_3112.png,0
aug_0_313.png,0
aug_0_3137.png,0
aug_0_3139.png,0
aug_0_3147.png,0
aug_0_3149.png,0
aug_0_3151.png,0
aug_0_3157.png,0
aug_0_3164.png,0
aug_0_3165.png,0
aug_0_3166.png,0
aug_0_3167.png,0
aug_0_3169.png,0
aug_0_317.png,0
aug_0_3173.png,0
aug_0_3176.png,0
aug_0_3181.png,0
aug_0_3186.png,0
aug_0_3188.png,0
aug_0_3189.png,0
aug_0_3193.png,0
aug_0_3194.png,0
aug_0_32.png,0
aug_0_3201.png,0
aug_0_3203.png,0
aug_0_3204.png,0
aug_0_3209.png,0
aug_0_3211.png,0
aug_0_3212.png,0
aug_0_3214.png,0
aug_0_3219.png,0
aug_0_3222.png,0
aug_0_3232.png,0
aug_0_3235.png,0
aug_0_3236.png,0
aug_0_3239.png,0
aug_0_3247.png,0
aug_0_3253.png,0
aug_0_3254.png,0
aug_0_3263.png,0
aug_0_3265.png,0
aug_0_3269.png,0
aug_0_327.png,0
aug_0_3271.png,0
aug_0_3272.png,0
aug_0_3274.png,0
aug_0_3279.png,0
aug_0_3283.png,0
aug_0_3290.png,0
aug_0_3292.png,0
aug_0_3299.png,0
aug_0_33.png,0
aug_0_330.png,0
aug_0_3301.png,0
aug_0_3304.png,0
aug_0_3305.png,0
aug_0_3308.png,0
aug_0_3310.png,0
aug_0_3311.png,0
aug_0_3321.png,0
aug_0_3322.png,0
aug_0_3323.png,0
aug_0_3324.png,0
aug_0_3328.png,0
aug_0_3330.png,0
aug_0_3331.png,0
aug_0_3333.png,0
aug_0_3344.png,0
aug_0_3346.png,0
aug_0_335.png,0
aug_0_3354.png,0
aug_0_3355.png,0
aug_0_336.png,0
aug_0_3362.png,0
aug_0_3363.png,0
aug_0_3369.png,0
aug_0_3372.png,0
aug_0_3375.png,0
aug_0_3390.png,0
aug_0_3391.png,0
aug_0_3392.png,0
aug_0_3393.png,0
aug_0_3399.png,0
aug_0_340.png,0
aug_0_3402.png,0
aug_0_3408.png,0
aug_0_3409.png,0
aug_0_3412.png,0
aug_0_3416.png,0
aug_0_3421.png,0
aug_0_3433.png,0
aug_0_3442.png,0
aug_0_3443.png,0
aug_0_3448.png,0
aug_0_3449.png,0
aug_0_3453.png,0
aug_0_3455.png,0
aug_0_3457.png,0
aug_0_3458.png,0
aug_0_3461.png,0
aug_0_3464.png,0
aug_0_3468.png,0
aug_0_3470.png,0
aug_0_3471.png,0
aug_0_3474.png,0
aug_0_3482.png,0
aug_0_3483.png,0
aug_0_3488.png,0
aug_0_3489.png,0
aug_0_3495.png,0
aug_0_3497.png,0
aug_0_3503.png,0
aug_0_3504.png,0
aug_0_3510.png,0
aug_0_3512.png,0
aug_0_3520.png,0
aug_0_3526.png,0
aug_0_3528.png,0
aug_0_354.png,0
aug_0_3541.png,0
aug_0_3546.png,0
aug_0_3548.png,0
aug_0_3549.png,0
aug_0_3550.png,0
aug_0_3554.png,0
aug_0_3556.png,0
aug_0_3561.png,0
aug_0_3569.png,0
aug_0_357.png,0
aug_0_3570.png,0
aug_0_3577.png,0
aug_0_3579.png,0
aug_0_3580.png,0
aug_0_3581.png,0
aug_0_3582.png,0
aug_0_3583.png,0
aug_0_3585.png,0
aug_0_3588.png,0
aug_0_359.png,0
aug_0_3591.png,0
aug_0_360.png,0
aug_0_3600.png,0
aug_0_3601.png,0
aug_0_3605.png,0
aug_0_3607.png,0
aug_0_3610.png,0
aug_0_3612.png,0
aug_0_3613.png,0
aug_0_3620.png,0
aug_0_3625.png,0
aug_0_3629.png,0
aug_0_363.png,0
aug_0_3630.png,0
aug_0_3634.png,0
aug_0_3638.png,0
aug_0_3639.png,0
aug_0_3649.png,0
aug_0_3654.png,0
aug_0_3664.png,0
aug_0_3666.png,0
aug_0_3667.png,0
aug_0_3668.png,0
aug_0_3681.png,0
aug_0_3683.png,0
aug_0_3685.png,0
aug_0_3686.png,0
aug_0_3693.png,0
aug_0_3702.png,0
aug_0_3704.png,0
aug_0_3706.png,0
aug_0_3709.png,0
aug_0_3712.png,0
aug_0_3715.png,0
aug_0_3718.png,0
aug_0_3720.png,0
aug_0_3723.png,0
aug_0_373.png,0
aug_0_3741.png,0
aug_0_3743.png,0
aug_0_3749.png,0
aug_0_3754.png,0
aug_0_376.png,0
aug_0_3767.png,0
aug_0_3770.png,0
aug_0_3771.png,0
aug_0_3774.png,0
aug_0_3776.png,0
aug_0_3785.png,0
aug_0_3786.png,0
aug_0_3787.png,0
aug_0_3789.png,0
aug_0_3792.png,0
aug_0_3795.png,0
aug_0_38.png,0
aug_0_3802.png,0
aug_0_3803.png,0
aug_0_3806.png,0
aug_0_3811.png,0
aug_0_3813.png,0
aug_0_3814.png,0
aug_0_3816.png,0
aug_0_3817.png,0
aug_0_3821.png,0
aug_0_3822.png,0
aug_0_3828.png,0
aug_0_3829.png,0
aug_0_3833.png,0
aug_0_3837.png,0
aug_0_384.png,0
aug_0_3842.png,0
aug_0_3843.png,0
aug_0_3845.png,0
aug_0_3846.png,0
aug_0_3849.png,0
aug_0_3857.png,0
aug_0_3869.png,0
aug_0_3870.png,0
aug_0_3872.png,0
aug_0_3873.png,0
aug_0_3875.png,0
aug_0_3876.png,0
aug_0_3893.png,0
aug_0_3898.png,0
aug_0_3899.png,0
aug_0_3903.png,0
aug_0_3906.png,0
aug_0_392.png,0
aug_0_3921.png,0
aug_0_3927.png,0
aug_0_3934.png,0
aug_0_3936.png,0
aug_0_394.png,0
aug_0_3945.png,0
aug_0_3948.png,0
aug_0_3953.png,0
aug_0_3955.png,0
aug_0_3959.png,0
aug_0_3962.png,0
aug_0_3963.png,0
aug_0_3966.png,0
aug_0_3974.png,0
aug_0_3976.png,0
aug_0_3984.png,0
aug_0_3988.png,0
aug_0_3989.png,0
aug_0_3990.png,0
aug_0_3992.png,0
aug_0_3994.png,0
aug_0_3995.png,0
aug_0_400.png,0
aug_0_4014.png,0
aug_0_4015.png,0
aug_0_4018.png,0
aug_0_4024.png,0
aug_0_4026.png,0
aug_0_4027.png,0
aug_0_4029.png,0
aug_0_403.png,0
aug_0_4033.png,0
aug_0_4035.png,0
aug_0_4036.png,0
aug_0_4037.png,0
aug_0_4042.png,0
aug_0_4045.png,0
aug_0_4048.png,0
aug_0_4051.png,0
aug_0_406.png,0
aug_0_4069.png,0
aug_0_4072.png,0
aug_0_4083.png,0
aug_0_4085.png,0
aug_0_4086.png,0
aug_0_4098.png,0
aug_0_4099.png,0
aug_0_4101.png,0
aug_0_4114.png,0
aug_0_4119.png,0
aug_0_4120.png,0
aug_0_4122.png,0
aug_0_4126.png,0
aug_0_4129.png,0
aug_0_4133.png,0
aug_0_4139.png,0
aug_0_4149.png,0
aug_0_415.png,0
aug_0_4151.png,0
aug_0_4153.png,0
aug_0_4167.png,0
aug_0_4168.png,0
aug_0_4171.png,0
aug_0_4174.png,0
aug_0_4176.png,0
aug_0_418.png,0
aug_0_4185.png,0
aug_0_4188.png,0
aug_0_4190.png,0
aug_0_4191.png,0
aug_0_4194.png,0
aug_0_4195.png,0
aug_0_4198.png,0
aug_0_420.png,0
aug_0_4200.png,0
aug_0_4205.png,0
aug_0_4208.png,0
aug_0_4212.png,0
aug_0_4214.png,0
aug_0_4216.png,0
aug_0_4219.png,0
aug_0_4225.png,0
aug_0_423.png,0
aug_0_4232.png,0
aug_0_4235.png,0
aug_0_4245.png,0
aug_0_4246.png,0
aug_0_4248.png,0
aug_0_4250.png,0
aug_0_4258.png,0
aug_0_4263.png,0
aug_0_4265.png,0
aug_0_4266.png,0
aug_0_4276.png,0
aug_0_4278.png,0
aug_0_4288.png,0
aug_0_4298.png,0
aug_0_4305.png,0
aug_0_4306.png,0
aug_0_4308.png,0
aug_0_4317.png,0
aug_0_4321.png,0
aug_0_4323.png,0
aug_0_4325.png,0
aug_0_4328.png,0
aug_0_4329.png,0
aug_0_4334.png,0
aug_0_4336.png,0
aug_0_4337.png,0
aug_0_4339.png,0
aug_0_434.png,0
aug_0_4343.png,0
aug_0_4349.png,0
aug_0_4352.png,0
aug_0_4353.png,0
aug_0_4356.png,0
aug_0_4362.png,0
aug_0_4367.png,0
aug_0_4371.png,0
aug_0_4374.png,0
aug_0_438.png,0
aug_0_4386.png,0
